MHM Id,Classification,Container,Userid,latitude,longitude,date,Photo,,,,,,,,,
9559,culex,cement metal or plastic tank,7550321,5.5904,-0.2059,3/24/19,https://data.globe.gov/system/photos/2019/03/24/1006008/original.jpg,,,,,,,,,
9559,culex,cement metal or plastic tank,7550321,5.5904,-0.2059,3/24/19,https://data.globe.gov/system/photos/2019/03/24/1006009/original.jpg,,,,,,,,,
9559,culex,cement metal or plastic tank,7550321,5.5904,-0.2059,3/24/19,https://data.globe.gov/system/photos/2019/03/24/1006010/original.jpg,,,,,,,,,
9559,culex,cement metal or plastic tank,7550321,5.5904,-0.2059,3/24/19,https://data.globe.gov/system/photos/2019/03/24/1006011/original.jpg,,,,,,,,,
9559,culex,cement metal or plastic tank,7550321,5.5904,-0.2059,3/24/19,https://data.globe.gov/system/photos/2019/03/24/1006012/original.jpg,,,,,,,,,
9814,aedes,can or bottle,7550321,4.9523,-1.7317,3/30/19,https://data.globe.gov/system/photos/2019/03/30/1014029/original.jpg,,,,,,,,,
9814,aedes,can or bottle,7550321,4.9523,-1.7317,3/30/19,https://data.globe.gov/system/photos/2019/03/30/1014030/original.jpg,,,,,,,,,
2789,culex,pond,7550321,4.95116,-1.72916,6/11/18,https://data.globe.gov/system/photos/2018/06/11/760855/original.jpg,,,,,,,,,
2789,culex,pond,7550321,4.95116,-1.72916,6/11/18,https://data.globe.gov/system/photos/2018/06/11/760856/original.jpg,,,,,,,,,
16109,aedes,tire,7863517,6.503,2.6373,9/6/19,https://data.globe.gov/system/photos/2019/09/06/1194340/original.jpg,,,,,,,,,
16109,aedes,tire,7863517,6.503,2.6373,9/6/19,https://data.globe.gov/system/photos/2019/09/06/1194341/original.jpg,,,,,,,,,
2916,aedes,tire,7863517,6.48287,2.59392,6/15/18,https://data.globe.gov/system/photos/2018/06/15/765138/original.jpg,,,,,,,,,
16462,aedes,trash container,7863517,6.5245,2.6051,9/10/19,https://data.globe.gov/system/photos/2019/09/10/1198485/original.jpg,,,,,,,,,
16462,aedes,trash container,7863517,6.5245,2.6051,9/10/19,https://data.globe.gov/system/photos/2019/09/10/1198486/original.jpg,,,,,,,,,
16462,aedes,trash container,7863517,6.5245,2.6051,9/10/19,https://data.globe.gov/system/photos/2019/09/10/1198487/original.jpg,,,,,,,,,
16462,aedes,trash container,7863517,6.5245,2.6051,9/10/19,https://data.globe.gov/system/photos/2019/09/10/1198488/original.jpg,,,,,,,,,
16462,aedes,trash container,7863517,6.5245,2.6051,9/10/19,https://data.globe.gov/system/photos/2019/09/10/1198489/original.jpg,,,,,,,,,
22992,aedes,pond,8037949,-21.3063,47.6295,6/4/20,https://data.globe.gov/system/photos/2020/06/04/1676926/original.jpg,,,,,,,,,
22992,aedes,pond,8037949,-21.3063,47.6295,6/4/20,https://data.globe.gov/system/photos/2020/06/04/1676927/original.jpg,,,,,,,,,
22992,aedes,pond,8037949,-21.3063,47.6295,6/4/20,https://data.globe.gov/system/photos/2020/06/04/1676928/original.jpg,,,,,,,,,
22992,aedes,pond,8037949,-21.3063,47.6295,6/4/20,https://data.globe.gov/system/photos/2020/06/04/1676929/original.jpg,,,,,,,,,
2740,aedes,can or bottle,8608196,6.13097,1.24417,6/7/18,https://data.globe.gov/system/photos/2018/06/07/757847/original.jpg,,,,,,,,,
2740,aedes,can or bottle,8608196,6.13097,1.24417,6/7/18,https://data.globe.gov/system/photos/2018/06/07/757848/original.jpg,,,,,,,,,
2740,aedes,can or bottle,8608196,6.13097,1.24417,6/7/18,https://data.globe.gov/system/photos/2018/06/07/757849/original.jpg,,,,,,,,,
13440,culex,rain gutter or other architectural feature,12616748,1.4394,35.356,6/6/19,https://data.globe.gov/system/photos/2019/06/06/1114948/original.jpg,,,,,,,,,
22239,culex,dish or pot,16413401,-28.7567,31.8934,4/19/20,https://data.globe.gov/system/photos/2020/04/19/1582881/original.jpg,,,,,,,,,
22239,culex,dish or pot,16413401,-28.7567,31.8934,4/19/20,https://data.globe.gov/system/photos/2020/04/19/1582882/original.jpg,,,,,,,,,
22239,culex,dish or pot,16413401,-28.7567,31.8934,4/19/20,https://data.globe.gov/system/photos/2020/04/19/1582883/original.jpg,,,,,,,,,
17121,neither,estuary,16413401,-28.6929,31.9998,9/19/19,https://data.globe.gov/system/photos/2019/09/19/1210215/original.jpg,,,,,,,,,
17121,neither,estuary,16413401,-28.6929,31.9998,9/19/19,https://data.globe.gov/system/photos/2019/09/19/1210216/original.jpg,,,,,,,,,
9062,aedes,animal trough or water bowl,16413401,-28.7494,31.9147,3/14/19,https://data.globe.gov/system/photos/2019/03/14/995205/original.jpg,,,,,,,,,
9062,aedes,animal trough or water bowl,16413401,-28.7494,31.9147,3/14/19,https://data.globe.gov/system/photos/2019/03/14/995206/original.jpg,,,,,,,,,
9062,aedes,animal trough or water bowl,16413401,-28.7494,31.9147,3/14/19,https://data.globe.gov/system/photos/2019/03/14/995207/original.jpg,,,,,,,,,
16265,aedes,tire,18435546,6.5271,2.6025,9/8/19,https://data.globe.gov/system/photos/2019/09/08/1196447/original.jpg,,,,,,,,,
16265,aedes,tire,18435546,6.5271,2.6025,9/8/19,https://data.globe.gov/system/photos/2019/09/08/1196448/original.jpg,,,,,,,,,
16265,aedes,tire,18435546,6.5271,2.6025,9/8/19,https://data.globe.gov/system/photos/2019/09/08/1196449/original.jpg,,,,,,,,,
16265,aedes,tire,18435546,6.5271,2.6025,9/8/19,https://data.globe.gov/system/photos/2019/09/08/1196451/original.jpg,,,,,,,,,
16256,aedes,tire,18435546,6.52705,2.60231,9/8/19,https://data.globe.gov/system/photos/2019/09/08/1196367/original.jpg,,,,,,,,,
16256,aedes,tire,18435546,6.52705,2.60231,9/8/19,https://data.globe.gov/system/photos/2019/09/08/1196368/original.jpg,,,,,,,,,
16256,aedes,tire,18435546,6.52705,2.60231,9/8/19,https://data.globe.gov/system/photos/2019/09/08/1196369/original.jpg,,,,,,,,,
16256,aedes,tire,18435546,6.52705,2.60231,9/8/19,https://data.globe.gov/system/photos/2019/09/08/1196370/original.jpg,,,,,,,,,
16259,aedes,tire,18435546,6.5271,2.6025,9/8/19,https://data.globe.gov/system/photos/2019/09/08/1196389/original.jpg,,,,,,,,,
16259,aedes,tire,18435546,6.5271,2.6025,9/8/19,https://data.globe.gov/system/photos/2019/09/08/1196390/original.jpg,,,,,,,,,
16259,aedes,tire,18435546,6.5271,2.6025,9/8/19,https://data.globe.gov/system/photos/2019/09/08/1196391/original.jpg,,,,,,,,,
16259,aedes,tire,18435546,6.5271,2.6025,9/8/19,https://data.globe.gov/system/photos/2019/09/08/1196392/original.jpg,,,,,,,,,
16264,aedes,flower or plant pot/tray,18435546,6.5271,2.6025,9/8/19,https://data.globe.gov/system/photos/2019/09/08/1196425/original.jpg,,,,,,,,,
16264,aedes,flower or plant pot/tray,18435546,6.5271,2.6025,9/8/19,https://data.globe.gov/system/photos/2019/09/08/1196426/original.jpg,,,,,,,,,
16264,aedes,flower or plant pot/tray,18435546,6.5271,2.6025,9/8/19,https://data.globe.gov/system/photos/2019/09/08/1196427/original.jpg,,,,,,,,,
16264,aedes,flower or plant pot/tray,18435546,6.5271,2.6025,9/8/19,https://data.globe.gov/system/photos/2019/09/08/1196428/original.jpg,,,,,,,,,
16262,aedes,tire,18435546,6.5271,2.6025,9/8/19,https://data.globe.gov/system/photos/2019/09/08/1196409/original.jpg,,,,,,,,,
16262,aedes,tire,18435546,6.5271,2.6025,9/8/19,https://data.globe.gov/system/photos/2019/09/08/1196410/original.jpg,,,,,,,,,
16262,aedes,tire,18435546,6.5271,2.6025,9/8/19,https://data.globe.gov/system/photos/2019/09/08/1196411/original.jpg,,,,,,,,,
16262,aedes,tire,18435546,6.5271,2.6025,9/8/19,https://data.globe.gov/system/photos/2019/09/08/1196412/original.jpg,,,,,,,,,
16263,aedes,adult mosquito trap,18435546,6.5271,2.6025,9/8/19,https://data.globe.gov/system/photos/2019/09/08/1196414/original.jpg,,,,,,,,,
16263,aedes,adult mosquito trap,18435546,6.5271,2.6025,9/8/19,https://data.globe.gov/system/photos/2019/09/08/1196415/original.jpg,,,,,,,,,
16263,aedes,adult mosquito trap,18435546,6.5271,2.6025,9/8/19,https://data.globe.gov/system/photos/2019/09/08/1196416/original.jpg,,,,,,,,,
16263,aedes,adult mosquito trap,18435546,6.5271,2.6025,9/8/19,https://data.globe.gov/system/photos/2019/09/08/1196417/original.jpg,,,,,,,,,
16260,aedes,tire,18435546,6.5271,2.6025,9/8/19,https://data.globe.gov/system/photos/2019/09/08/1196394/original.jpg,,,,,,,,,
16260,aedes,tire,18435546,6.5271,2.6025,9/8/19,https://data.globe.gov/system/photos/2019/09/08/1196395/original.jpg,,,,,,,,,
16260,aedes,tire,18435546,6.5271,2.6025,9/8/19,https://data.globe.gov/system/photos/2019/09/08/1196396/original.jpg,,,,,,,,,
16260,aedes,tire,18435546,6.5271,2.6025,9/8/19,https://data.globe.gov/system/photos/2019/09/08/1196397/original.jpg,,,,,,,,,
19211,culex,swamp or wetland,18959775,-18.419,47.4079,11/7/19,https://data.globe.gov/system/photos/2019/11/07/1405206/original.jpg,,,,,,,,,
19211,culex,swamp or wetland,18959775,-18.419,47.4079,11/7/19,https://data.globe.gov/system/photos/2019/11/07/1405207/original.jpg,,,,,,,,,
19211,culex,swamp or wetland,18959775,-18.419,47.4079,11/7/19,https://data.globe.gov/system/photos/2019/11/07/1405208/original.jpg,,,,,,,,,
19211,culex,swamp or wetland,18959775,-18.419,47.4079,11/7/19,https://data.globe.gov/system/photos/2019/11/07/1405209/original.jpg,,,,,,,,,
19211,culex,swamp or wetland,18959775,-18.419,47.4079,11/7/19,https://data.globe.gov/system/photos/2019/11/07/1405210/original.jpg,,,,,,,,,
19211,culex,swamp or wetland,18959775,-18.419,47.4079,11/7/19,https://data.globe.gov/system/photos/2019/11/07/1405212/original.jpg,,,,,,,,,
19211,culex,swamp or wetland,18959775,-18.419,47.4079,11/7/19,https://data.globe.gov/system/photos/2019/11/07/1405213/original.jpg,,,,,,,,,
19211,culex,swamp or wetland,18959775,-18.419,47.4079,11/7/19,https://data.globe.gov/system/photos/2019/11/07/1405214/original.jpg,,,,,,,,,
19211,culex,swamp or wetland,18959775,-18.419,47.4079,11/7/19,https://data.globe.gov/system/photos/2019/11/07/1405215/original.jpg,,,,,,,,,
19211,culex,swamp or wetland,18959775,-18.419,47.4079,11/7/19,https://data.globe.gov/system/photos/2019/11/07/1405216/original.jpg,,,,,,,,,
19211,culex,swamp or wetland,18959775,-18.419,47.4079,11/7/19,https://data.globe.gov/system/photos/2019/11/07/1405217/original.jpg,,,,,,,,,
19211,culex,swamp or wetland,18959775,-18.419,47.4079,11/7/19,https://data.globe.gov/system/photos/2019/11/07/1405218/original.jpg,,,,,,,,,
19211,culex,swamp or wetland,18959775,-18.419,47.4079,11/7/19,https://data.globe.gov/system/photos/2019/11/07/1405221/original.jpg,,,,,,,,,
17479,culex,other,18959775,-22.7474,47.512,9/18/19,https://data.globe.gov/system/photos/2019/09/18/1218102/original.jpg,,,,,,,,,
17479,culex,other,18959775,-22.7474,47.512,9/18/19,https://data.globe.gov/system/photos/2019/09/18/1218104/original.jpg,,,,,,,,,
17479,culex,other,18959775,-22.7474,47.512,9/18/19,https://data.globe.gov/system/photos/2019/09/18/1218105/original.jpg,,,,,,,,,
17479,culex,other,18959775,-22.7474,47.512,9/18/19,https://data.globe.gov/system/photos/2019/09/18/1218106/original.jpg,,,,,,,,,
12417,culex,reservoir,20881515,-0.904,35.0095,5/31/19,https://data.globe.gov/system/photos/2019/05/31/1086239/original.jpg,,,,,,,,,
12417,culex,reservoir,20881515,-0.904,35.0095,5/31/19,https://data.globe.gov/system/photos/2019/05/31/1086240/original.jpg,,,,,,,,,
12419,culex,can or bottle,20881515,-0.904,35.0095,5/28/19,https://data.globe.gov/system/photos/2019/05/28/1086259/original.jpg,,,,,,,,,
12419,culex,can or bottle,20881515,-0.904,35.0095,5/28/19,https://data.globe.gov/system/photos/2019/05/28/1086260/original.jpg,,,,,,,,,
12419,culex,can or bottle,20881515,-0.904,35.0095,5/28/19,https://data.globe.gov/system/photos/2019/05/28/1086261/original.jpg,,,,,,,,,
12419,culex,can or bottle,20881515,-0.904,35.0095,5/28/19,https://data.globe.gov/system/photos/2019/05/28/1086262/original.jpg,,,,,,,,,
12419,culex,can or bottle,20881515,-0.904,35.0095,5/28/19,https://data.globe.gov/system/photos/2019/05/28/1086263/original.jpg,,,,,,,,,
12418,culex,reservoir,20881515,-0.904,35.0095,5/26/19,https://data.globe.gov/system/photos/2019/05/26/1086248/original.jpg,,,,,,,,,
2897,aedes,dish or pot,23504501,6.47657,2.63914,6/14/18,https://data.globe.gov/system/photos/2018/06/14/764029/original.jpg,,,,,,,,,
2897,aedes,dish or pot,23504501,6.47657,2.63914,6/14/18,https://data.globe.gov/system/photos/2018/06/14/764030/original.jpg,,,,,,,,,
2897,aedes,dish or pot,23504501,6.47657,2.63914,6/14/18,https://data.globe.gov/system/photos/2018/06/14/764031/original.jpg,,,,,,,,,
2897,aedes,dish or pot,23504501,6.47657,2.63914,6/14/18,https://data.globe.gov/system/photos/2018/06/14/764033/original.jpg,,,,,,,,,
2897,aedes,dish or pot,23504501,6.47657,2.63914,6/14/18,https://data.globe.gov/system/photos/2018/06/14/764034/original.jpg,,,,,,,,,
100,aedes,ditch,24612101,-20.11775,57.53191,7/6/17,https://data.globe.gov/system/photos/2017/07/06/179669/original.jpg,,,,,,,,,
100,aedes,ditch,24612101,-20.11775,57.53191,7/6/17,https://data.globe.gov/system/photos/2017/07/06/179670/original.jpg,,,,,,,,,
8987,aedes,dish or pot,24636005,14.2196,12.0869,3/12/19,https://data.globe.gov/system/photos/2019/03/12/992582/original.jpg,,,,,,,,,
8987,aedes,dish or pot,24636005,14.2196,12.0869,3/12/19,https://data.globe.gov/system/photos/2019/03/12/992583/original.jpg,,,,,,,,,
13739,neither,plant clumps (bamboo etc),37896201,-0.5367,34.4599,7/2/19,https://data.globe.gov/system/photos/2019/07/02/1123564/original.jpg,,,,,,,,,
13744,neither,plant clumps (bamboo etc),37896201,-0.5368,34.4593,7/2/19,https://data.globe.gov/system/photos/2019/07/02/1123705/original.jpg,,,,,,,,,
13741,neither,tire,37896201,-0.539,34.4578,7/2/19,https://data.globe.gov/system/photos/2019/07/02/1123614/original.jpg,,,,,,,,,
13648,aedes,lake,37896201,-0.5374,34.4608,6/30/19,https://data.globe.gov/system/photos/2019/06/30/1121100/original.jpg,,,,,,,,,
26509,aedes,reservoir,40261293,-1.0411,37.8381,1/30/21,https://data.globe.gov/system/photos/2021/01/30/2104950/original.jpg,,,,,,,,,
37068,aedes,ditch,40261293,-1.0427,37.838,1/29/22,https://data.globe.gov/system/photos/2022/01/29/2627186/original.jpg,,,,,,,,,
37068,aedes,ditch,40261293,-1.0427,37.838,1/29/22,https://data.globe.gov/system/photos/2022/01/29/2627187/original.jpg,,,,,,,,,
37069,aedes,reservoir,40261293,-1.0425,37.8378,1/29/22,https://data.globe.gov/system/photos/2022/01/29/2627196/original.jpg,,,,,,,,,
32342,culex,other,40261293,0.274,37.9341,8/19/21,https://data.globe.gov/system/photos/2021/08/19/2385107/original.jpg,,,,,,,,,
32342,culex,other,40261293,0.274,37.9341,8/19/21,https://data.globe.gov/system/photos/2021/08/19/2385108/original.jpg,,,,,,,,,
32341,aedes,other,40261293,0.271,37.9331,8/19/21,https://data.globe.gov/system/photos/2021/08/19/2385103/original.jpg,,,,,,,,,
32341,aedes,other,40261293,0.271,37.9331,8/19/21,https://data.globe.gov/system/photos/2021/08/19/2385104/original.jpg,,,,,,,,,
26655,culex,discarded: other,40261293,-1.0454,37.8391,2/10/21,https://data.globe.gov/system/photos/2021/02/10/2119893/original.jpg,,,,,,,,,
26655,culex,discarded: other,40261293,-1.0454,37.8391,2/10/21,https://data.globe.gov/system/photos/2021/02/10/2119894/original.jpg,,,,,,,,,
26655,culex,discarded: other,40261293,-1.0454,37.8391,2/10/21,https://data.globe.gov/system/photos/2021/02/10/2119895/original.jpg,,,,,,,,,
26655,culex,discarded: other,40261293,-1.0454,37.8391,2/10/21,https://data.globe.gov/system/photos/2021/02/10/2119896/original.jpg,,,,,,,,,
26656,culex,other,40261293,-1.0424,37.8372,2/10/21,https://data.globe.gov/system/photos/2021/02/10/2119898/original.jpg,,,,,,,,,
26656,culex,other,40261293,-1.0424,37.8372,2/10/21,https://data.globe.gov/system/photos/2021/02/10/2119899/original.jpg,,,,,,,,,
26654,culex,discarded: other,40261293,-1.0454,37.8391,2/10/21,https://data.globe.gov/system/photos/2021/02/10/2119891/original.jpg,,,,,,,,,
26556,neither,reservoir,40261293,-1.0424,37.8374,2/6/21,https://data.globe.gov/system/photos/2021/02/06/2114768/original.jpg,,,,,,,,,
26559,culex,can or bottle,40261293,-1.0424,37.8372,2/6/21,https://data.globe.gov/system/photos/2021/02/06/2114773/original.jpg,,,,,,,,,
26559,culex,can or bottle,40261293,-1.0424,37.8372,2/6/21,https://data.globe.gov/system/photos/2021/02/06/2114775/original.jpg,,,,,,,,,
26392,aedes,tree holes,40261293,-1.1537,37.9588,1/2/21,https://data.globe.gov/system/photos/2021/01/02/2072669/original.jpg,,,,,,,,,
26392,aedes,tree holes,40261293,-1.1537,37.9588,1/2/21,https://data.globe.gov/system/photos/2021/01/02/2072670/original.jpg,,,,,,,,,
18634,culex,dish or pot,40261293,-1.2492,36.8637,11/7/19,https://data.globe.gov/system/photos/2019/11/07/1342214/original.jpg,,,,,,,,,
13130,culex,dish or pot,40261293,-1.2517,36.8598,6/16/19,https://data.globe.gov/system/photos/2019/06/16/1103499/original.jpg,,,,,,,,,
13130,culex,dish or pot,40261293,-1.2517,36.8598,6/16/19,https://data.globe.gov/system/photos/2019/06/16/1103500/original.jpg,,,,,,,,,
13644,aedes,jar,40261293,-1.2512,36.8605,6/29/19,https://data.globe.gov/system/photos/2019/06/29/1120365/original.jpg,,,,,,,,,
13644,aedes,jar,40261293,-1.2512,36.8605,6/29/19,https://data.globe.gov/system/photos/2019/06/29/1120366/original.jpg,,,,,,,,,
13644,aedes,jar,40261293,-1.2512,36.8605,6/29/19,https://data.globe.gov/system/photos/2019/06/29/1120367/original.jpg,,,,,,,,,
12811,aedes,dish or pot,40261293,-1.2521,36.8567,6/5/19,https://data.globe.gov/system/photos/2019/06/05/1092816/original.jpg,,,,,,,,,
12811,aedes,dish or pot,40261293,-1.2521,36.8567,6/5/19,https://data.globe.gov/system/photos/2019/06/05/1092817/original.jpg,,,,,,,,,
12205,aedes,dish or pot,40261293,-1.2521,36.8568,5/17/19,https://data.globe.gov/system/photos/2019/05/17/1073211/original.jpg,,,,,,,,,
22179,aedes,pond,40261293,-1.1538,37.9572,4/4/20,https://data.globe.gov/system/photos/2020/04/04/1563081/original.jpg,,,,,,,,,
22179,aedes,pond,40261293,-1.1538,37.9572,4/4/20,https://data.globe.gov/system/photos/2020/04/04/1563082/original.jpg,,,,,,,,,
22186,aedes,pond,40261293,-1.154,37.9577,4/4/20,https://data.globe.gov/system/photos/2020/04/04/1563093/original.jpg,,,,,,,,,
22186,aedes,pond,40261293,-1.154,37.9577,4/4/20,https://data.globe.gov/system/photos/2020/04/04/1563094/original.jpg,,,,,,,,,
22182,aedes,well or cistern,40261293,-1.1535,37.9583,4/4/20,https://data.globe.gov/system/photos/2020/04/04/1563088/original.jpg,,,,,,,,,
21007,aedes,public works - culvert bridge road,40261293,-1.2495,36.8746,3/3/20,https://data.globe.gov/system/photos/2020/03/03/1508656/original.jpg,,,,,,,,,
21007,aedes,public works - culvert bridge road,40261293,-1.2495,36.8746,3/3/20,https://data.globe.gov/system/photos/2020/03/03/1508657/original.jpg,,,,,,,,,
21005,aedes,trash container,40261293,-1.2495,36.8746,3/3/20,https://data.globe.gov/system/photos/2020/03/03/1508640/original.jpg,,,,,,,,,
21005,aedes,trash container,40261293,-1.2495,36.8746,3/3/20,https://data.globe.gov/system/photos/2020/03/03/1508641/original.jpg,,,,,,,,,
21006,aedes,cement metal or plastic tank,40261293,-1.2495,36.8746,3/3/20,https://data.globe.gov/system/photos/2020/03/03/1508653/original.jpg,,,,,,,,,
21006,aedes,cement metal or plastic tank,40261293,-1.2495,36.8746,3/3/20,https://data.globe.gov/system/photos/2020/03/03/1508654/original.jpg,,,,,,,,,
21008,culex,refrigerator drainage,40261293,-1.2495,36.8746,3/3/20,https://data.globe.gov/system/photos/2020/03/03/1508659/original.jpg,,,,,,,,,
21012,aedes,adult mosquito trap,40261293,-1.2495,36.8746,3/3/20,https://data.globe.gov/system/photos/2020/03/03/1508667/original.jpg,,,,,,,,,
21010,aedes,can or bottle,40261293,-1.2495,36.8746,3/3/20,https://data.globe.gov/system/photos/2020/03/03/1508663/original.jpg,,,,,,,,,
21011,culex,rain gutter or other architectural feature,40261293,-1.2495,36.8746,3/3/20,https://data.globe.gov/system/photos/2020/03/03/1508665/original.jpg,,,,,,,,,
20971,culex,refrigerator drainage,40261293,-1.2495,36.8746,3/2/20,https://data.globe.gov/system/photos/2020/03/02/1505923/original.jpg,,,,,,,,,
20973,aedes,refrigerator drainage,40261293,-1.2495,36.8746,3/2/20,https://data.globe.gov/system/photos/2020/03/02/1505927/original.jpg,,,,,,,,,
